year,country,inflow,outflow,latitude,longitude,net_migrants,GDP per Capita,CPI
2000,Dominican Republic,354141,871881,18.735693,-70.162651,-517740,2838.513335,31.84643519
2005,Dominican Republic,371237,995036,18.735693,-70.162651,-623799,3910.0177740000004,73.38368829999999
2010,Dominican Republic,385696,1158847,18.735693,-70.162651,-773151,5453.926861,100.0
2015,Dominican Republic,407095,1372623,18.735693,-70.162651,-965528,6534.908555,122.4511385
2017,Dominican Republic,416253,1412342,18.735693,-70.162651,-996089,7052.258839,128.50838059999998
1990,Ecuador,78436,188486,-1.831239,-78.183406,-110050,1491.401682,1.324216639
1995,Ecuador,100213,297902,-1.831239,-78.183406,-197689,2135.6328120000003,6.906201611
2000,Ecuador,121958,415728,-1.831239,-78.183406,-293770,1451.290776,45.59370816
2005,Ecuador,152503,955310,-1.831239,-78.183406,-802807,3021.942547,80.18291605
2010,Ecuador,276341,1118352,-1.831239,-78.183406,-842011,4657.302361,100.0
2015,Ecuador,316204,1066884,-1.831239,-78.183406,-750680,6150.155954999999,121.4762523
2017,Ecuador,325590,1092512,-1.831239,-78.183406,-766922,6273.488892,124.0914087
1990,El Salvador,47116,1240800,13.794185,-88.89653,-1193684,916.7567787,32.17164665
1995,El Salvador,39351,932073,13.794185,-88.89653,-892722,1590.048876,59.02320918
2000,El Salvador,31586,948069,13.794185,-88.89653,-916483,2008.466064,71.37788837
2005,El Salvador,35894,1117846,13.794185,-88.89653,-1081952,2437.8995649999997,84.24043385
2010,El Salvador,40202,1336616,13.794185,-88.89653,-1296414,2992.545274,100.0
2015,El Salvador,41918,1508523,13.794185,-88.89653,-1466605,3669.8789920000004,108.19045109999999
2017,El Salvador,42175,1558751,13.794185,-88.89653,-1516576,3889.3087689999998,109.94586090000001
1990,Equatorial Guinea,2214,34152,1.6508009999999995,10.267895,-31938,262.66945580000004,29.72956081
1995,Equatorial Guinea,2934,40737,1.6508009999999995,10.267895,-37803,280.9695313,45.80218275
2000,Equatorial Guinea,3650,54227,1.6508009999999995,10.267895,-50577,1702.684901,56.00517522
2005,Equatorial Guinea,5325,66892,1.6508009999999995,10.267895,-61567,10850.63334,77.47811945
2010,Equatorial Guinea,6996,76811,1.6508009999999995,10.267895,-69815,17136.44568,100.0
2015,Equatorial Guinea,8746,91266,1.6508009999999995,10.267895,-82520,11213.47523,118.61766229999999
2017,Equatorial Guinea,9617,93866,1.6508009999999995,10.267895,-84249,9697.630234,121.1878743
1990,Eritrea,10766,170591,15.179384,39.78233400000001,-159825,Data Unavailable,Data Unavailable
1995,Eritrea,11030,325246,15.179384,39.78233400000001,-314216,187.0504479,Data Unavailable
2000,Eritrea,11295,510406,15.179384,39.78233400000001,-499111,208.1969487,Data Unavailable
2005,Eritrea,12391,289155,15.179384,39.78233400000001,-276764,276.7508096,Data Unavailable
2010,Eritrea,13487,274646,15.179384,39.78233400000001,-261159,482.14909040000003,Data Unavailable
2015,Eritrea,13715,542809,15.179384,39.78233400000001,-529094,Data Unavailable,Data Unavailable
2017,Eritrea,13790,604564,15.179384,39.78233400000001,-590774,Data Unavailable,Data Unavailable
1990,Estonia,381355,51426,58.595272,25.013607,329929,Data Unavailable,Data Unavailable
1995,Estonia,315177,63648,58.595272,25.013607,251529,3044.383709,42.00276565
2000,Estonia,248999,74782,58.595272,25.013607,174217,4070.0328270000005,66.45075252
2005,Estonia,233186,87372,58.595272,25.013607,145814,10338.31322,79.10078109999999
2010,Estonia,217814,104006,58.595272,25.013607,113808,14638.604819999999,100.0
2015,Estonia,194495,132011,58.595272,25.013607,62484,17412.448669999998,111.4745666
2017,Estonia,192707,140433,58.595272,25.013607,52274,20200.37559,115.45532479999999
1990,Ethiopia,1125957,1687027,9.145,40.489673,-561070,253.1929484,19.89631584
1995,Ethiopia,765390,820057,9.145,40.489673,-54667,133.72885390000002,36.58337354
2000,Ethiopia,549918,443561,9.145,40.489673,106357,123.8762057,37.58233894
2005,Ethiopia,462542,520711,9.145,40.489673,-58169,161.6266248,44.84564121
2010,Ethiopia,510644,614557,9.145,40.489673,-103913,341.3099092,100.0
2015,Ethiopia,1088041,740034,9.145,40.489673,348007,645.4650067000001,211.4030148
2017,Ethiopia,1148464,787652,9.145,40.489673,360812,767.5634778,249.0905327
1990,Fiji,11655,90639,-16.578193,179.414413,-78984,1834.989572,49.90643018
1995,Fiji,11396,107002,-16.578193,179.414413,-95606,2540.751518,60.40607951
2000,Fiji,11120,132438,-16.578193,179.414413,-121318,2076.0133079999996,70.11699213
2005,Fiji,10829,157321,-16.578193,179.414413,-146492,3658.630832,80.78091329
2010,Fiji,11627,185072,-16.578193,179.414413,-173445,3651.966784,100.0
2015,Fiji,11975,208103,-16.578193,179.414413,-196128,4889.461454,116.35670520000001
2017,Fiji,12108,215936,-16.578193,179.414413,-203828,5589.388833,124.9035366
1990,Finland,61133,248732,61.92411,25.748151,-187599,28380.54891,71.55233866
1995,Finland,97820,286676,61.92411,25.748151,-188856,26273.4659,79.98039478
2000,Finland,134418,313835,61.92411,25.748151,-179417,24253.25042,86.08449246
2005,Finland,190386,300504,61.92411,25.748151,-110118,38969.171630000004,91.21340552
2010,Finland,246266,292071,61.92411,25.748151,-45805,46202.415160000004,100.0
2015,Finland,313883,286480,61.92411,25.748151,27403,42494.65662,108.78952920000002
2017,Finland,342437,292068,61.92411,25.748151,50369,45804.65421,110.00077990000001
1990,France,5897267,1177678,46.227638,2.213749,4719589,21690.629119999998,71.18812578
1995,France,6087993,1311518,46.227638,2.213749,4776475,26890.21988,79.46910908
2000,France,6278718,1509226,46.227638,2.213749,4769492,22364.02939,84.38913231
2005,France,6737600,1676192,46.227638,2.213749,5061408,34760.18777,92.75633919
2010,France,7196481,1927676,46.227638,2.213749,5268805,40638.334,100.0
2015,France,7918382,2095935,46.227638,2.213749,5822447,36613.37522,105.5790178
2017,France,7902783,2179157,46.227638,2.213749,5723626,38484.18992,106.864453
1990,French Polynesia,22416,3131,-17.679742,-149.40684299999995,19285,16036.326680000002,Data Unavailable
1995,French Polynesia,24611,3726,-17.679742,-149.40684299999995,20885,18505.8033,Data Unavailable
2000,French Polynesia,26321,4307,-17.679742,-149.40684299999995,22014,14530.7772,Data Unavailable
2005,French Polynesia,28086,2719,-17.679742,-149.40684299999995,25367,Data Unavailable,Data Unavailable
2010,French Polynesia,27588,1163,-17.679742,-149.40684299999995,26425,Data Unavailable,Data Unavailable
2015,French Polynesia,26208,1256,-17.679742,-149.40684299999995,24952,Data Unavailable,Data Unavailable
2017,French Polynesia,26746,1299,-17.679742,-149.40684299999995,25447,Data Unavailable,Data Unavailable
1990,Gabon,124621,14212,-0.803689,11.609444,110409,6251.017385,65.02618683
1995,Gabon,148958,15114,-0.803689,11.609444,133844,4565.580499000001,77.94290913
2000,Gabon,190440,15860,-0.803689,11.609444,174580,4116.460693,81.58775582
2005,Gabon,208505,39682,-0.803689,11.609444,168823,6826.880545,88.7470584
2010,Gabon,237590,56792,-0.803689,11.609444,180798,8754.113376000001,100.0
2015,Gabon,261342,61512,-0.803689,11.609444,199830,7448.715684999999,109.0044277
2017,Gabon,272826,63451,-0.803689,11.609444,209375,7413.795206999999,114.2524472
1990,Georgia,289184,259903,42.315407,43.356892,29281,1614.640122,Data Unavailable
1995,Georgia,149590,298571,42.315407,43.356892,-148981,578.3367632999999,28.63914056
2000,Georgia,73194,340530,42.315407,43.356892,-267336,749.9031715,54.90350891
2005,Georgia,69511,344922,42.315407,43.356892,-275411,1642.7669369999999,69.96351667
2010,Georgia,70189,367111,42.315407,43.356892,-296922,3073.534272,100.0
2015,Georgia,73673,381105,42.315407,43.356892,-307432,3756.37852,114.664725
2017,Georgia,75125,385542,42.315407,43.356892,-310417,4045.418967,124.18085829999998
1990,Germany,5601544,3120888,51.165691,10.451526,2480656,22219.57253,67.47510889
1995,Germany,7130259,3117452,51.165691,10.451526,4012807,31729.699760000003,80.48170658
2000,Germany,8658910,3186185,51.165691,10.451526,5472725,23718.7467,85.69880906
2005,Germany,9249168,3420257,51.165691,10.451526,5828911,34696.62092,92.45770533
2010,Germany,9711410,3687822,51.165691,10.451526,6023588,41785.55691,100.0
2015,Germany,10118844,3866272,51.165691,10.451526,6252572,41394.65816,107.19918759999999
2017,Germany,12044115,4040764,51.165691,10.451526,8003351,44665.506369999996,109.3524635
1990,Ghana,153715,372922,7.9465270000000015,-1.0231940000000002,-219207,402.58888110000004,2.1611232000000005
1995,Ghana,241780,428663,7.9465270000000015,-1.0231940000000002,-186883,385.73731949999996,6.9851682770000005
2000,Ghana,179184,467905,7.9465270000000015,-1.0231940000000002,-288721,263.1124679,21.11895726
2005,Ghana,286975,615724,7.9465270000000015,-1.0231940000000002,-328749,498.1723904,52.92809786
2010,Ghana,258896,715521,7.9465270000000015,-1.0231940000000002,-456625,1312.607557,100.0
2015,Ghana,306873,826452,7.9465270000000015,-1.0231940000000002,-519579,1783.061087,175.9705074
2017,Ghana,320812,857056,7.9465270000000015,-1.0231940000000002,-536244,2046.109986,232.2564866
1990,Gibraltar,7438,11994,36.137741,-5.345374,-4556,Data Unavailable,Data Unavailable
1995,Gibraltar,7115,10134,36.137741,-5.345374,-3019,Data Unavailable,Data Unavailable
2000,Gibraltar,6791,8434,36.137741,-5.345374,-1643,Data Unavailable,Data Unavailable
2005,Gibraltar,7492,9665,36.137741,-5.345374,-2173,Data Unavailable,Data Unavailable
2010,Gibraltar,8192,11637,36.137741,-5.345374,-3445,Data Unavailable,Data Unavailable
2015,Gibraltar,8741,10446,36.137741,-5.345374,-1705,Data Unavailable,Data Unavailable
2017,Gibraltar,8808,10964,36.137741,-5.345374,-2156,Data Unavailable,Data Unavailable
1990,Greece,618139,1037633,39.074208,21.824312,-419494,9600.18513,29.80381293
1995,Greece,857850,1013337,39.074208,21.824312,-155487,12959.32432,57.00868676
2000,Greece,1111665,985196,39.074208,21.824312,126469,12042.95373,72.20129341
2005,Greece,1190707,870783,39.074208,21.824312,319924,22551.73574,85.31941677
2010,Greece,1321149,793742,39.074208,21.824312,527407,26917.758980000002,100.0
2015,Greece,1242924,858615,39.074208,21.824312,384309,18167.773719999997,100.77133859999999
2017,Greece,1220395,929549,39.074208,21.824312,290846,18885.475980000003,101.0598733
1990,Greenland,9354,9373,71.706936,-42.604303,-19,18326.805119999997,Data Unavailable
1995,Greenland,7235,11275,71.706936,-42.604303,-4040,21665.7019,Data Unavailable
2000,Greenland,6629,13172,71.706936,-42.604303,-6543,19004.10729,Data Unavailable
2005,Greenland,6533,14631,71.706936,-42.604303,-8098,32489.78191,Data Unavailable
2010,Greenland,6014,16192,71.706936,-42.604303,-10178,43988.33249,Data Unavailable
2015,Greenland,5727,18127,71.706936,-42.604303,-12400,44912.26609,Data Unavailable
2017,Greenland,5730,19919,71.706936,-42.604303,-14189,Data Unavailable,Data Unavailable
1990,Grenada,2793,42345,12.262776,-61.604171,-39552,2888.347506,59.01999415
1995,Grenada,3570,53241,12.262776,-61.604171,-49671,3413.021979,68.32620509
2000,Grenada,4355,63036,12.262776,-61.604171,-58681,5117.5899229999995,73.53825354
2005,Grenada,4557,63956,12.262776,-61.604171,-59399,6754.512393000001,82.90553589
2010,Grenada,4771,62569,12.262776,-61.604171,-57798,7365.641538,100.0
2015,Grenada,4823,64366,12.262776,-61.604171,-59543,9333.270231,103.89523659999999
2017,Grenada,4863,66425,12.262776,-61.604171,-61562,10451.02988,106.5693351
1990,Guam,67120,2590,13.444304,144.793731,64530,Data Unavailable,Data Unavailable
1995,Guam,69255,3061,13.444304,144.793731,66194,Data Unavailable,Data Unavailable
2000,Guam,71382,4419,13.444304,144.793731,66963,Data Unavailable,Data Unavailable
2005,Guam,72168,4062,13.444304,144.793731,68106,26495.87758,Data Unavailable
2010,Guam,72950,3243,13.444304,144.793731,69707,30700.43401,Data Unavailable
2015,Guam,73602,3084,13.444304,144.793731,70518,35291.136419999995,Data Unavailable
2017,Guam,75470,3132,13.444304,144.793731,72338,35675.79417,Data Unavailable
1990,Guatemala,264169,342896,15.783471,-90.230759,-78727,825.8073881,18.26022527
1995,Guatemala,156124,456734,15.783471,-90.230759,-300610,1408.024203,35.96040993
2000,Guatemala,48056,577925,15.783471,-90.230759,-529869,1655.58773,51.85870569
2005,Guatemala,57179,735956,15.783471,-90.230759,-678777,2077.8343800000002,74.57347154
2010,Guatemala,66302,923955,15.783471,-90.230759,-857653,2825.519029,100.0
2015,Guatemala,76258,1080119,15.783471,-90.230759,-1003861,3923.573344,121.79182409999999
2017,Guatemala,79326,1116742,15.783471,-90.230759,-1037416,4470.9895719999995,132.83810079999998
1990,Guinea,399986,352091,9.945587,-9.696645,47895,441.41279330000003,Data Unavailable
1995,Guinea,769222,364983,9.945587,-9.696645,404239,469.27610139999996,Data Unavailable
2000,Guinea,550515,350060,9.945587,-9.696645,200455,340.0516918,Data Unavailable
2005,Guinea,188224,370334,9.945587,-9.696645,-182110,303.42449799999997,42.23553881
2010,Guinea,129250,401089,9.945587,-9.696645,-271839,634.9231053999999,100.0
2015,Guinea,122129,416746,9.945587,-9.696645,-294617,727.3025190000001,185.63661230000002
2017,Guinea,118567,425298,9.945587,-9.696645,-306731,823.4937155,218.71040730000004
1990,Guinea-Bissau,14726,54437,11.803749,-15.180413,-39711,241.002485,4.580728215
1995,Guinea-Bissau,26883,65915,11.803749,-15.180413,-39032,223.34184219999997,30.35741361
2000,Guinea-Bissau,18937,76131,11.803749,-15.180413,-57194,297.75193360000003,78.38880388
2005,Guinea-Bissau,19654,79713,11.803749,-15.180413,-60059,424.9562044,84.1812743
2010,Guinea-Bissau,20410,87423,11.803749,-15.180413,-67013,545.7041207999999,100.0
2015,Guinea-Bissau,21642,90946,11.803749,-15.180413,-69304,591.8061497,108.4425817
2017,Guinea-Bissau,22675,92600,11.803749,-15.180413,-69925,723.6094118999999,111.65129920000001
1990,Guyana,3674,228668,4.860416000000002,-58.93018000000001,-224994,533.5362054,Data Unavailable
1995,Guyana,5631,289682,4.860416000000002,-58.93018000000001,-284051,816.5429329,42.62518747
2000,Guyana,7580,355435,4.860416000000002,-58.93018000000001,-347855,946.0599372000001,56.43656659
2005,Guyana,9984,383971,4.860416000000002,-58.93018000000001,-373987,1098.455216,72.36802404
2010,Guyana,12378,428165,4.860416000000002,-58.93018000000001,-415787,3044.9480829999998,100.0
2015,Guyana,14507,461161,4.860416000000002,-58.93018000000001,-446654,4160.265415,109.35969440000001
2017,Guyana,14636,476514,4.860416000000002,-58.93018000000001,-461878,4655.144448,112.3742898
1990,Haiti,17725,521033,18.971187,-72.28521500000002,-503308,436.11361669999997,4.258096372
1995,Haiti,20863,657713,18.971187,-72.28521500000002,-636850,359.7676565,13.52812879
2000,Haiti,23992,798581,18.971187,-72.28521500000002,-774589,462.4814381,26.88555563
2005,Haiti,28304,964686,18.971187,-72.28521500000002,-936382,465.31038650000005,66.75304679
2010,Haiti,32604,1112607,18.971187,-72.28521500000002,-1080003,662.2795182,100.0
2015,Haiti,36711,1237490,18.971187,-72.28521500000002,-1200779,814.5463952,139.0312572
2017,Haiti,37635,1273847,18.971187,-72.28521500000002,-1236212,765.6839246000001,181.4867509
1990,Honduras,270279,155883,15.199998999999998,-86.241905,114396,993.4780404999999,9.01774964
1995,Honduras,149299,246240,15.199998999999998,-86.241905,-96941,936.6609279999999,22.933287699999997
2000,Honduras,28320,341752,15.199998999999998,-86.241905,-313432,1088.779869,48.11553723
2005,Honduras,27737,448599,15.199998999999998,-86.241905,-420862,1311.741714,71.98213879999999
2010,Honduras,27153,587164,15.199998999999998,-86.241905,-560011,1932.85829,100.0
2015,Honduras,38107,699539,15.199998999999998,-86.241905,-661432,2341.2753199999997,129.3044729
2017,Honduras,38466,721882,15.199998999999998,-86.241905,-683416,2480.125929,138.0534322
1990,Hungary,336699,365438,47.162494,19.503304,-28739,Data Unavailable,9.22940529
1995,Hungary,313738,381492,47.162494,19.503304,-67754,4494.0530340000005,28.73783236
2000,Hungary,290701,397230,47.162494,19.503304,-106529,4633.3129229999995,57.87701821
2005,Hungary,359080,445471,47.162494,19.503304,-86391,11205.97134,76.91514943
2010,Hungary,427420,509189,47.162494,19.503304,-81769,13092.23376,100.0
2015,Hungary,455667,568150,47.162494,19.503304,-112483,12503.68207,111.384404
2017,Hungary,483903,617755,47.162494,19.503304,-133852,14278.8745,114.4500172
1990,Iceland,9584,17307,64.96305100000001,-19.020835,-7723,25008.849459999998,39.95462052
1995,Iceland,12738,21214,64.96305100000001,-19.020835,-8476,26239.0273,47.64365574
2000,Iceland,15892,25932,64.96305100000001,-19.020835,-10040,31746.023139999998,54.73185256
2005,Iceland,25492,28490,64.96305100000001,-19.020835,-2998,56250.682810000006,67.06965401
2010,Iceland,35091,33497,64.96305100000001,-19.020835,1594,43024.923839999996,100.0
2015,Iceland,39072,38318,64.96305100000001,-19.020835,754,52428.595760000004,117.8473682
2017,Iceland,41853,41026,64.96305100000001,-19.020835,827,71311.78512,121.95696070000001
1990,India,7362652,6647471,20.593684,78.96288,715181,368.88482220000003,22.94900758
1995,India,6824479,7163331,20.593684,78.96288,-338852,375.1050651,37.74521317
2000,India,6286286,7909342,20.593684,78.96288,-1623056,444.7980085,54.33832165
2005,India,5808175,9582256,20.593684,78.96288,-3774081,717.0424632,66.04385126
2010,India,5330039,13249607,20.593684,78.96288,-7919568,1361.203571,100.0
2015,India,5138790,15786966,20.593684,78.96288,-10648176,1606.952689,148.60255800000002
2017,India,5087385,16511925,20.593684,78.96288,-11424540,1979.364301,159.8294647
1990,Indonesia,374951,1540590,-0.789275,113.921327,-1165639,585.0010311000001,12.6526737
1995,Indonesia,318970,1835338,-0.789275,113.921327,-1516368,1026.270493,19.38786131
2000,Indonesia,262999,2193632,-0.789275,113.921327,-1930633,780.0920744,44.01603795
2005,Indonesia,258386,2561058,-0.789275,113.921327,-2302672,1260.928834,68.68485723
2010,Indonesia,270353,3314726,-0.789275,113.921327,-3044373,3113.4806350000003,100.0
2015,Indonesia,299297,3792449,-0.789275,113.921327,-3493152,3334.549075,132.30099140000002
2017,Indonesia,306199,4048468,-0.789275,113.921327,-3742269,3846.4157090000003,142.1824123
1990,Iraq,63698,347326,33.223191,43.679291,-283628,10297.427670000001,0.025301101
1995,Iraq,175951,490586,33.223191,43.679291,-314635,Data Unavailable,10.7344941
2000,Iraq,188245,620590,33.223191,43.679291,-432345,Data Unavailable,15.03005881
2005,Iraq,107373,1009661,33.223191,43.679291,-902288,1849.603911,48.48895766
2010,Iraq,91594,1438923,33.223191,43.679291,-1347329,4502.749048,100.0
2015,Iraq,333517,1327406,33.223191,43.679291,-993889,4914.727611,118.3181182
2017,Iraq,340175,1385876,33.223191,43.679291,-1045701,5017.968065,119.1587203
1990,Ireland,227961,915226,53.41291,-8.243889999999999,-687265,14048.106580000001,60.95479951
1995,Ireland,226892,861772,53.41291,-8.243889999999999,-634880,19181.40097,69.01515526
2000,Ireland,350552,818765,53.41291,-8.243889999999999,-468213,26241.51449,78.35957206
2005,Ireland,589046,767207,53.41291,-8.243889999999999,-178161,50878.63952,93.13734018
2010,Ireland,730542,775666,53.41291,-8.243889999999999,-45124,48711.94993,100.0
2015,Ireland,749943,760682,53.41291,-8.243889999999999,-10739,61908.79452999999,104.7142733
2017,Ireland,806549,796557,53.41291,-8.243889999999999,9992,68885.45038,105.079586
1990,Isle of Man,33140,10735,54.236107,-4.548056,22405,Data Unavailable,Data Unavailable
1995,Isle of Man,35239,9003,54.236107,-4.548056,26236,13054.47525,Data Unavailable
2000,Isle of Man,37337,7367,54.236107,-4.548056,29970,21551.77936,Data Unavailable
2005,Isle of Man,39596,8510,54.236107,-4.548056,31086,39838.266760000006,Data Unavailable
2010,Isle of Man,41377,10293,54.236107,-4.548056,31084,73935.679,Data Unavailable
2015,Isle of Man,43066,8625,54.236107,-4.548056,34441,81672.0227,Data Unavailable
2017,Isle of Man,43681,9061,54.236107,-4.548056,34620,Data Unavailable,Data Unavailable
1990,Israel,1489650,176655,31.046051,34.851612,1312995,12658.154059999999,32.52010724
1995,Israel,1554408,189619,31.046051,34.851612,1364789,18096.16222,59.41912422
2000,Israel,1532124,205398,31.046051,34.851612,1326726,21042.9816,80.78641644
2005,Israel,1438993,234367,31.046051,34.851612,1204626,20557.12408,87.81054513
2010,Israel,1363316,265972,31.046051,34.851612,1097344,30658.92276,100.0
2015,Israel,1406027,270538,31.046051,34.851612,1135489,35855.27504,106.7024129
2017,Israel,1371327,283182,31.046051,34.851612,1088145,40543.58417,106.38069709999999
1990,Italy,1428221,3348301,41.87194,12.56738,-1920080,20757.08868,55.83899072
1995,Italy,1774953,3205235,41.87194,12.56738,-1430282,20596.388580000003,71.55301648
2000,Italy,2121690,3061580,41.87194,12.56738,-939890,20051.24215,80.71075046
2005,Italy,3954785,2684185,41.87194,12.56738,1270600,31959.26295,90.97251062
2010,Italy,5787898,2555641,41.87194,12.56738,3232257,35849.3732,100.0
2015,Italy,5805325,2813290,41.87194,12.56738,2992035,30170.5166,107.4987009
2017,Italy,5907461,2969348,41.87194,12.56738,2938113,32110.027260000003,108.71490179999999
1990,Jamaica,18126,587884,18.109581,-77.297508,-569758,1894.292759,3.717944442
1995,Jamaica,20208,718424,18.109581,-77.297508,-698216,2576.943758,19.68710994
2000,Jamaica,22292,856741,18.109581,-77.297508,-834449,3381.9393210000003,33.97639826
2005,Jamaica,21721,903462,18.109581,-77.297508,-881741,4082.240762,55.99813288
2010,Jamaica,21153,995518,18.109581,-77.297508,-974365,4685.588320000001,100.0
2015,Jamaica,20697,1068281,18.109581,-77.297508,-1047584,4925.415859000001,141.1112664
2017,Jamaica,20834,1107481,18.109581,-77.297508,-1086647,5114.041081,150.7493501
1990,Japan,1065694,594987,36.204824,138.252924,470707,25359.347019999997,94.52646119
1995,Japan,1358965,637499,36.204824,138.252924,721466,43440.36787,101.1223345
2000,Japan,1648891,683791,36.204824,138.252924,965100,38532.04088,102.6590693
2005,Japan,1947221,691533,36.204824,138.252924,1255688,37217.64873,100.40576709999999
2010,Japan,2064499,721687,36.204824,138.252924,1342812,44507.67639,100.0
2015,Japan,2140320,760601,36.204824,138.252924,1379719,34567.74568,103.6001036
2017,Japan,2225908,790525,36.204824,138.252924,1435383,38430.29124,103.962704
1990,Jordan,1144334,256358,30.585164,36.238414,887976,1168.3494210000001,47.66469807
1995,Jordan,1534882,283431,30.585164,36.238414,1251451,1471.1541359999999,58.68718548
2000,Jordan,1925431,314338,30.585164,36.238414,1611093,1657.8892560000002,67.24034797
2005,Jordan,2320998,378038,30.585164,36.238414,1942960,2203.083787,75.76066429
2010,Jordan,2716659,540080,30.585164,36.238414,2176579,3679.190275,100.0
2015,Jordan,3109304,642038,30.585164,36.238414,2467266,4096.099275,116.4039768
2017,Jordan,3230677,688064,30.585164,36.238414,2542613,4129.751664,119.3372751
1990,Kazakhstan,3619200,601644,48.019573,66.923684,3017556,1647.463231,Data Unavailable
1995,Kazakhstan,3245250,774349,48.019573,66.923684,2470901,1288.239052,20.40433873
2000,Kazakhstan,2871300,971639,48.019573,66.923684,1899661,1229.000958,43.78930497
2005,Kazakhstan,3102962,1140224,48.019573,66.923684,1962738,3771.278957,61.45888674
2010,Kazakhstan,3334623,1287395,48.019573,66.923684,2047228,9070.488253,100.0
2015,Kazakhstan,3546778,1333989,48.019573,66.923684,2212789,10510.77189,137.7713877
2017,Kazakhstan,3635168,1500754,48.019573,66.923684,2134414,9030.318806000001,169.2832935
1990,Kenya,196730,208097,-0.023559,37.906193,-11367,366.3008909,8.669019857
1995,Kenya,511762,234939,-0.023559,37.906193,276823,330.8043302,25.31328958
2000,Kenya,627427,277540,-0.023559,37.906193,349887,403.9797132,38.08787233
2005,Kenya,695958,314643,-0.023559,37.906193,381315,519.7999346,55.52692196
2010,Kenya,867762,369223,-0.023559,37.906193,498539,967.3504549,100.0
2015,Kenya,1023927,421971,-0.023559,37.906193,601956,1355.0554710000001,150.1896388
2017,Kenya,1018458,458598,-0.023559,37.906193,559860,1594.834926,172.4282386
1990,Kiribati,1691,5330,-3.370417,-168.734039,-3639,549.7643853999999,Data Unavailable
1995,Kiribati,1746,5454,-3.370417,-168.734039,-3708,724.7913053999999,Data Unavailable
2000,Kiribati,1804,5170,-3.370417,-168.734039,-3366,796.7937634,Data Unavailable
2005,Kiribati,2104,5193,-3.370417,-168.734039,-3089,1214.556667,Data Unavailable
2010,Kiribati,2407,5425,-3.370417,-168.734039,-3018,1520.8753390000002,100.0
2015,Kiribati,2444,6090,-3.370417,-168.734039,-3646,1522.306195,99.54742449
2017,Kiribati,2526,6186,-3.370417,-168.734039,-3660,1594.29287,Data Unavailable
1990,Kuwait,1048104,64453,29.31166,47.481766,983651,8776.741344,55.73630468
1995,Kuwait,893634,80289,29.31166,47.481766,813345,16882.421459999998,63.89446805
2000,Kuwait,1086284,97100,29.31166,47.481766,989184,18389.38433,69.94343413
2005,Kuwait,1267759,109397,29.31166,47.481766,1158362,35490.26132,76.09775690000001
2010,Kuwait,1765407,163526,29.31166,47.481766,1601881,38497.61696,100.0
2015,Kuwait,2751639,180465,29.31166,47.481766,2571174,29109.06874,118.1316318
2017,Kuwait,2998636,190673,29.31166,47.481766,2807963,29040.36371,124.5576318
1990,Latvia,646007,119279,56.879635,24.603189,526728,Data Unavailable,Data Unavailable
1995,Latvia,538093,128189,56.879635,24.603189,409904,2329.270854,42.19047502
2000,Latvia,430178,136590,56.879635,24.603189,293588,3352.731296,59.17283457
2005,Latvia,376725,175160,56.879635,24.603189,201565,7558.742006,72.14088285
2010,Latvia,313786,218234,56.879635,24.603189,95552,11326.21947,100.0
2015,Latvia,265418,268855,56.879635,24.603189,-3437,13639.694119999998,107.5448705
2017,Latvia,256889,284161,56.879635,24.603189,-27272,15684.558519999999,110.8520017
1990,Lebanon,520116,493739,33.854721000000005,35.862285,26377,1050.117851,Data Unavailable
1995,Lebanon,604819,518697,33.854721000000005,35.862285,86122,3863.2619200000004,Data Unavailable
2000,Lebanon,689524,547232,33.854721000000005,35.862285,142292,5334.903329,Data Unavailable
2005,Lebanon,754130,599607,33.854721000000005,35.862285,154523,5390.208134,Data Unavailable
2010,Lebanon,818738,689762,33.854721000000005,35.862285,128976,8858.283972,100.0
2015,Lebanon,1971580,759415,33.854721000000005,35.862285,1212165,8529.513659999999,114.9705763
2017,Lebanon,1937602,808216,33.854721000000005,35.862285,1129386,8808.589448,118.99930719999999
1990,Lesotho,4469,191907,-29.609988,28.233608,-187438,371.8442387,37.77450568
1995,Lesotho,4024,137717,-29.609988,28.233608,-133693,568.8163837999999,69.70177037
2000,Lesotho,3699,120380,-29.609988,28.233608,-116681,474.81979060000003,50.58366698
2005,Lesotho,3769,143984,-29.609988,28.233608,-140215,862.9463083999999,70.86631637
2010,Lesotho,3840,243640,-29.609988,28.233608,-239800,1157.341092,100.0
2015,Lesotho,3932,308922,-29.609988,28.233608,-304990,1154.355219,127.0810125
2017,Lesotho,4030,326433,-29.609988,28.233608,-322403,1154.444246,142.66669819999998
1990,Liberia,74599,516716,6.4280550000000005,-9.429499,-442117,Data Unavailable,Data Unavailable
1995,Liberia,189728,548712,6.4280550000000005,-9.429499,-358984,Data Unavailable,Data Unavailable
2000,Liberia,135072,263077,6.4280550000000005,-9.429499,-128005,302.99647569999996,Data Unavailable
